State,Year,Month,Condition,BehavioralHealthService,ServiceCount,RatePer1000Beneficiaries,DataQuality
Alaska,2018,201804,Mental health disorder,Intensive outpatient/Partial hospitalization,495,2.3,
Alaska,2018,201804,Substance use disorder,Intensive outpatient/Partial hospitalization,11207,51.9,
Alaska,2018,201804,Mental health disorder,Outpatient,36739,170.1,
Alaska,2018,201804,Substance use disorder,Outpatient,1134,5.3,
Alaska,2018,201804,Mental health disorder,Telehealth,118,0.5,
Alaska,2018,201804,Substance use disorder,Telehealth,265,1.2,
Alaska,2018,201805,Mental health disorder,Emergency department,1136,5.2,
Alaska,2018,201805,Substance use disorder,Emergency department,2464,11.3,
Alaska,2018,201805,Mental health disorder,Inpatient,375,1.7,
Alaska,2018,201805,Substance use disorder,Inpatient,785,3.6,
Alaska,2018,201805,Mental health disorder,Intensive outpatient/Partial hospitalization,501,2.3,
Alaska,2018,201805,Substance use disorder,Intensive outpatient/Partial hospitalization,11216,51.6,
Alaska,2018,201805,Mental health disorder,Outpatient,35638,164.0,
Alaska,2018,201805,Substance use disorder,Outpatient,1013,4.7,
Alaska,2018,201805,Mental health disorder,Telehealth,144,0.7,
Alaska,2018,201805,Substance use disorder,Telehealth,364,1.7,
Alaska,2018,201806,Mental health disorder,Emergency department,1128,5.2,
Alaska,2018,201806,Substance use disorder,Emergency department,1820,8.3,
Alaska,2018,201806,Mental health disorder,Inpatient,450,2.1,
Alaska,2018,201806,Substance use disorder,Inpatient,773,3.5,
Alaska,2018,201806,Mental health disorder,Intensive outpatient/Partial hospitalization,507,2.3,
Alaska,2018,201806,Substance use disorder,Intensive outpatient/Partial hospitalization,10085,46.2,
Alaska,2018,201806,Mental health disorder,Outpatient,33228,152.1,
Alaska,2018,201806,Substance use disorder,Outpatient,842,3.9,
Alaska,2018,201806,Mental health disorder,Telehealth,120,0.5,
Alaska,2018,201806,Substance use disorder,Telehealth,290,1.3,
Alaska,2018,201807,Mental health disorder,Emergency department,999,4.6,
Alaska,2018,201807,Substance use disorder,Emergency department,1820,8.3,
Alaska,2018,201807,Mental health disorder,Inpatient,365,1.7,
Alaska,2018,201807,Substance use disorder,Inpatient,728,3.3,
Alaska,2018,201807,Mental health disorder,Intensive outpatient/Partial hospitalization,515,2.3,
Alaska,2018,201807,Substance use disorder,Intensive outpatient/Partial hospitalization,9814,44.8,
Alaska,2018,201807,Mental health disorder,Outpatient,33071,150.9,
Alaska,2018,201807,Substance use disorder,Outpatient,834,3.8,
Alaska,2018,201807,Mental health disorder,Telehealth,147,0.7,
Alaska,2018,201807,Substance use disorder,Telehealth,299,1.4,
Alaska,2018,201808,Mental health disorder,Emergency department,959,4.4,
Alaska,2018,201808,Substance use disorder,Emergency department,1789,8.1,
Alaska,2018,201808,Mental health disorder,Inpatient,353,1.6,
Alaska,2018,201808,Substance use disorder,Inpatient,747,3.4,
Alaska,2018,201808,Mental health disorder,Intensive outpatient/Partial hospitalization,497,2.3,
Alaska,2018,201808,Substance use disorder,Intensive outpatient/Partial hospitalization,10704,48.6,
Alaska,2018,201808,Mental health disorder,Outpatient,34342,155.9,
Alaska,2018,201808,Substance use disorder,Outpatient,874,4.0,
Alaska,2018,201808,Mental health disorder,Telehealth,177,0.8,
Alaska,2018,201808,Substance use disorder,Telehealth,313,1.4,
Alaska,2018,201809,Mental health disorder,Emergency department,982,4.4,
Alaska,2018,201809,Substance use disorder,Emergency department,1628,7.4,
Alaska,2018,201809,Mental health disorder,Inpatient,348,1.6,
Alaska,2018,201809,Substance use disorder,Inpatient,734,3.3,
Alaska,2018,201809,Mental health disorder,Intensive outpatient/Partial hospitalization,415,1.9,
Alaska,2018,201809,Substance use disorder,Intensive outpatient/Partial hospitalization,10085,45.7,
Alaska,2018,201809,Mental health disorder,Outpatient,31795,144.1,
Alaska,2018,201809,Substance use disorder,Outpatient,768,3.5,
Alaska,2018,201809,Mental health disorder,Telehealth,106,0.5,
Alaska,2018,201809,Substance use disorder,Telehealth,303,1.4,
Alaska,2018,201810,Mental health disorder,Emergency department,1117,5.0,
Alaska,2018,201810,Substance use disorder,Emergency department,1947,8.8,
Alaska,2018,201810,Mental health disorder,Inpatient,339,1.5,
Alaska,2018,201810,Substance use disorder,Inpatient,763,3.4,
Alaska,2018,201810,Mental health disorder,Intensive outpatient/Partial hospitalization,407,1.8,
Alaska,2018,201810,Substance use disorder,Intensive outpatient/Partial hospitalization,10867,49.0,
Alaska,2018,201810,Mental health disorder,Outpatient,35887,162.0,
Alaska,2018,201810,Substance use disorder,Outpatient,860,3.9,
Alaska,2018,201810,Mental health disorder,Telehealth,162,0.7,
Alaska,2018,201810,Substance use disorder,Telehealth,348,1.6,
Alaska,2018,201811,Mental health disorder,Emergency department,974,4.4,
Alaska,2018,201811,Substance use disorder,Emergency department,1562,7.0,
Alaska,2018,201811,Mental health disorder,Inpatient,360,1.6,
Alaska,2018,201811,Substance use disorder,Inpatient,700,3.1,
Alaska,2018,201811,Mental health disorder,Intensive outpatient/Partial hospitalization,390,1.8,
Alaska,2018,201811,Substance use disorder,Intensive outpatient/Partial hospitalization,10186,45.8,
Alaska,2018,201811,Mental health disorder,Outpatient,32651,146.7,
Alaska,2018,201811,Substance use disorder,Outpatient,753,3.4,
Alaska,2018,201811,Mental health disorder,Telehealth,118,0.5,
Alaska,2018,201811,Substance use disorder,Telehealth,312,1.4,
Alaska,2018,201812,Mental health disorder,Emergency department,1097,4.9,
Alaska,2018,201812,Substance use disorder,Emergency department,1598,7.2,
Alaska,2018,201812,Mental health disorder,Inpatient,342,1.5,
Alaska,2018,201812,Substance use disorder,Inpatient,685,3.1,
Alaska,2018,201812,Mental health disorder,Intensive outpatient/Partial hospitalization,392,1.8,
Alaska,2018,201812,Substance use disorder,Intensive outpatient/Partial hospitalization,9917,44.4,
Alaska,2018,201812,Mental health disorder,Outpatient,29758,133.3,
Alaska,2018,201812,Substance use disorder,Outpatient,659,3.0,
Alaska,2018,201812,Mental health disorder,Telehealth,94,0.4,
Alaska,2018,201812,Substance use disorder,Telehealth,359,1.6,
Alaska,2019,201901,Mental health disorder,Emergency department,1119,5.0,
Alaska,2019,201901,Substance use disorder,Emergency department,1680,7.5,
Alaska,2019,201901,Mental health disorder,Inpatient,438,2.0,
Alaska,2019,201901,Substance use disorder,Inpatient,752,3.4,
Alaska,2019,201901,Mental health disorder,Intensive outpatient/Partial hospitalization,388,1.7,
Alaska,2019,201901,Substance use disorder,Intensive outpatient/Partial hospitalization,12384,55.2,
Alaska,2019,201901,Mental health disorder,Outpatient,34988,155.9,
Alaska,2019,201901,Substance use disorder,Outpatient,851,3.8,
Alaska,2019,201901,Mental health disorder,Telehealth,130,0.6,
Alaska,2019,201901,Substance use disorder,Telehealth,319,1.4,
Alaska,2019,201902,Mental health disorder,Emergency department,918,4.1,
Alaska,2019,201902,Substance use disorder,Emergency department,1496,6.7,
Alaska,2019,201902,Mental health disorder,Inpatient,364,1.6,
Alaska,2019,201902,Substance use disorder,Inpatient,663,2.9,
Alaska,2019,201902,Mental health disorder,Intensive outpatient/Partial hospitalization,299,1.3,
Alaska,2019,201902,Substance use disorder,Intensive outpatient/Partial hospitalization,11532,51.3,
Alaska,2019,201902,Mental health disorder,Outpatient,32675,145.4,
Alaska,2019,201902,Substance use disorder,Outpatient,945,4.2,
Alaska,2019,201902,Mental health disorder,Telehealth,114,0.5,
Alaska,2019,201902,Substance use disorder,Telehealth,316,1.4,
Alaska,2019,201903,Mental health disorder,Emergency department,1048,4.7,
Alaska,2019,201903,Substance use disorder,Emergency department,1987,8.8,
Alaska,2019,201903,Mental health disorder,Inpatient,343,1.5,
Alaska,2019,201903,Substance use disorder,Inpatient,688,3.1,
Alaska,2019,201903,Mental health disorder,Intensive outpatient/Partial hospitalization,351,1.6,
Alaska,2019,201903,Substance use disorder,Intensive outpatient/Partial hospitalization,12178,54.1,
Alaska,2019,201903,Mental health disorder,Outpatient,35719,158.7,
Alaska,2019,201903,Substance use disorder,Outpatient,1118,5.0,
Alaska,2019,201903,Mental health disorder,Telehealth,137,0.6,
Alaska,2019,201903,Substance use disorder,Telehealth,414,1.8,
Alaska,2019,201904,Mental health disorder,Emergency department,1077,4.8,
Alaska,2019,201904,Substance use disorder,Emergency department,1902,8.4,
Alaska,2019,201904,Mental health disorder,Inpatient,441,2.0,
Alaska,2019,201904,Substance use disorder,Inpatient,747,3.3,
Alaska,2019,201904,Mental health disorder,Intensive outpatient/Partial hospitalization,453,2.0,
Alaska,2019,201904,Substance use disorder,Intensive outpatient/Partial hospitalization,13490,59.8,
Alaska,2019,201904,Mental health disorder,Outpatient,37635,166.7,
Alaska,2019,201904,Substance use disorder,Outpatient,1193,5.3,
Alaska,2019,201904,Mental health disorder,Telehealth,147,0.7,
Alaska,2019,201904,Substance use disorder,Telehealth,420,1.9,
Alaska,2019,201905,Mental health disorder,Emergency department,990,4.4,
Alaska,2019,201905,Substance use disorder,Emergency department,2004,8.9,
Alaska,2019,201905,Mental health disorder,Inpatient,411,1.8,
Alaska,2019,201905,Substance use disorder,Inpatient,717,3.2,
Alaska,2019,201905,Mental health disorder,Intensive outpatient/Partial hospitalization,387,1.7,
Alaska,2019,201905,Substance use disorder,Intensive outpatient/Partial hospitalization,13054,57.7,
Alaska,2019,201905,Mental health disorder,Outpatient,35810,158.4,
Alaska,2019,201905,Substance use disorder,Outpatient,911,4.0,
Alaska,2019,201905,Mental health disorder,Telehealth,173,0.8,
Alaska,2019,201905,Substance use disorder,Telehealth,461,2.0,
Alaska,2019,201906,Mental health disorder,Emergency department,939,4.1,
Alaska,2019,201906,Substance use disorder,Emergency department,1935,8.5,
Alaska,2019,201906,Mental health disorder,Inpatient,368,1.6,
Alaska,2019,201906,Substance use disorder,Inpatient,695,3.1,
Alaska,2019,201906,Mental health disorder,Intensive outpatient/Partial hospitalization,377,1.7,
Alaska,2019,201906,Substance use disorder,Intensive outpatient/Partial hospitalization,11400,50.3,
Alaska,2019,201906,Mental health disorder,Outpatient,33298,147.0,
Alaska,2019,201906,Substance use disorder,Outpatient,841,3.7,
Alaska,2019,201906,Mental health disorder,Telehealth,130,0.6,
Alaska,2019,201906,Substance use disorder,Telehealth,417,1.8,
Alaska,2019,201907,Mental health disorder,Emergency department,1033,4.5,
Alaska,2019,201907,Substance use disorder,Emergency department,1913,8.4,
Alaska,2019,201907,Mental health disorder,Inpatient,378,1.7,
Alaska,2019,201907,Substance use disorder,Inpatient,738,3.2,
Alaska,2019,201907,Mental health disorder,Intensive outpatient/Partial hospitalization,291,1.3,
Alaska,2019,201907,Substance use disorder,Intensive outpatient/Partial hospitalization,12382,54.4,
Alaska,2019,201907,Mental health disorder,Outpatient,36572,160.5,
Alaska,2019,201907,Substance use disorder,Outpatient,1011,4.4,
Alaska,2019,201907,Mental health disorder,Telehealth,201,0.9,
Alaska,2019,201907,Substance use disorder,Telehealth,560,2.5,
Alaska,2019,201908,Mental health disorder,Emergency department,979,4.3,
Alaska,2019,201908,Substance use disorder,Emergency department,2055,9.0,
Alaska,2019,201908,Mental health disorder,Inpatient,393,1.7,
Alaska,2019,201908,Substance use disorder,Inpatient,721,3.2,
Alaska,2019,201908,Mental health disorder,Intensive outpatient/Partial hospitalization,316,1.4,
Alaska,2019,201908,Substance use disorder,Intensive outpatient/Partial hospitalization,12457,54.5,
Alaska,2019,201908,Mental health disorder,Outpatient,35950,157.2,
Alaska,2019,201908,Substance use disorder,Outpatient,1084,4.7,
Alaska,2019,201908,Mental health disorder,Telehealth,193,0.8,
Alaska,2019,201908,Substance use disorder,Telehealth,554,2.4,
Alaska,2019,201909,Mental health disorder,Emergency department,980,4.3,
Alaska,2019,201909,Substance use disorder,Emergency department,1968,8.6,
Alaska,2019,201909,Mental health disorder,Inpatient,409,1.8,
Alaska,2019,201909,Substance use disorder,Inpatient,748,3.3,
Alaska,2019,201909,Mental health disorder,Intensive outpatient/Partial hospitalization,369,1.6,
Alaska,2019,201909,Substance use disorder,Intensive outpatient/Partial hospitalization,13153,57.4,
Alaska,2019,201909,Mental health disorder,Outpatient,35469,154.7,
Alaska,2019,201909,Substance use disorder,Outpatient,1194,5.2,
Alaska,2019,201909,Mental health disorder,Telehealth,209,0.9,
Alaska,2019,201909,Substance use disorder,Telehealth,549,2.4,
Alaska,2019,201910,Mental health disorder,Emergency department,1007,4.4,
Alaska,2019,201910,Substance use disorder,Emergency department,2050,8.9,
Alaska,2019,201910,Mental health disorder,Inpatient,354,1.5,
Alaska,2019,201910,Substance use disorder,Inpatient,757,3.3,
Alaska,2019,201910,Mental health disorder,Intensive outpatient/Partial hospitalization,436,1.9,
Alaska,2019,201910,Substance use disorder,Intensive outpatient/Partial hospitalization,15079,65.6,
Alaska,2019,201910,Mental health disorder,Outpatient,40382,175.8,
Alaska,2019,201910,Substance use disorder,Outpatient,1422,6.2,
Alaska,2019,201910,Mental health disorder,Telehealth,174,0.8,
Alaska,2019,201910,Substance use disorder,Telehealth,523,2.3,
Alaska,2019,201911,Mental health disorder,Emergency department,1001,4.3,
Alaska,2019,201911,Substance use disorder,Emergency department,1742,7.6,
Alaska,2019,201911,Mental health disorder,Inpatient,414,1.8,
Alaska,2019,201911,Substance use disorder,Inpatient,712,3.1,
Alaska,2019,201911,Mental health disorder,Intensive outpatient/Partial hospitalization,355,1.5,
Alaska,2019,201911,Substance use disorder,Intensive outpatient/Partial hospitalization,13134,57.0,
Alaska,2019,201911,Mental health disorder,Outpatient,35387,153.6,
Alaska,2019,201911,Substance use disorder,Outpatient,1103,4.8,
Alaska,2019,201911,Mental health disorder,Telehealth,174,0.8,
Alaska,2019,201911,Substance use disorder,Telehealth,483,2.1,
Alaska,2019,201912,Mental health disorder,Emergency department,892,3.9,
Alaska,2019,201912,Substance use disorder,Emergency department,1860,8.0,
Alaska,2019,201912,Mental health disorder,Inpatient,351,1.5,
Alaska,2019,201912,Substance use disorder,Inpatient,697,3.0,
Alaska,2019,201912,Mental health disorder,Intensive outpatient/Partial hospitalization,330,1.4,
Alaska,2019,201912,Substance use disorder,Intensive outpatient/Partial hospitalization,12949,56.0,
Alaska,2019,201912,Mental health disorder,Outpatient,33973,146.8,
Alaska,2019,201912,Substance use disorder,Outpatient,1017,4.4,
Alaska,2019,201912,Mental health disorder,Telehealth,174,0.8,
Alaska,2019,201912,Substance use disorder,Telehealth,518,2.2,
Alaska,2020,202001,Mental health disorder,Emergency department,949,4.1,
Alaska,2020,202001,Substance use disorder,Emergency department,1874,8.1,
Alaska,2020,202001,Mental health disorder,Inpatient,414,1.8,
Alaska,2020,202001,Substance use disorder,Inpatient,746,3.2,
Alaska,2020,202001,Mental health disorder,Intensive outpatient/Partial hospitalization,398,1.7,
Alaska,2020,202001,Substance use disorder,Intensive outpatient/Partial hospitalization,14277,61.5,
Alaska,2020,202001,Mental health disorder,Outpatient,37688,162.2,
Alaska,2020,202001,Substance use disorder,Outpatient,1268,5.5,
Alaska,2020,202001,Mental health disorder,Telehealth,208,0.9,
Alaska,2020,202001,Substance use disorder,Telehealth,621,2.7,
Alaska,2020,202002,Mental health disorder,Emergency department,879,3.8,
Alaska,2020,202002,Substance use disorder,Emergency department,1651,7.1,
Alaska,2020,202002,Mental health disorder,Inpatient,404,1.7,
